gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,highest_score,lowest_score,score_gap,score_std,strongest_subject,weakest_subject,performance_level,consistency,at_risk,performance_profile
male,group E,associate's degree,standard,completed,62,61,58,60.333333333333336,62,58,4,2.0816659994661326,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,associate's degree,standard,completed,79,88,94,87.0,94,79,15,7.54983443527075,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group B,high school,standard,completed,73,69,68,70.0,73,68,5,2.6457513110645907,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
female,group C,bachelor's degree,free/reduced,completed,66,83,83,77.33333333333333,83,66,17,9.814954576223638,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group C,associate's degree,standard,completed,51,60,58,56.333333333333336,60,51,9,4.725815626252609,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,high school,standard,none,51,66,62,59.666666666666664,66,51,15,7.767453465154029,Reading,Mathematics,Below Average,Consistent,Not At Risk,Language-Oriented
male,group E,bachelor's degree,standard,completed,85,66,71,74.0,85,66,19,9.848857801796104,Mathematics,Reading,Good,Consistent,Not At Risk,Math-Oriented
male,group A,associate's degree,standard,completed,97,92,86,91.66666666666667,97,86,11,5.507570547286102,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,high school,standard,completed,75,69,68,70.66666666666667,75,68,7,3.7859388972001824,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,free/reduced,completed,79,82,80,80.33333333333333,82,79,3,1.5275252316519468,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,associate's degree,standard,none,81,77,79,79.0,81,77,4,2.0,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,associate's degree,standard,none,82,95,89,88.66666666666667,95,82,13,6.506407098647712,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group D,master's degree,standard,none,64,63,66,64.33333333333333,66,63,3,1.5275252316519468,Writing,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
male,group E,some high school,free/reduced,completed,78,83,80,80.33333333333333,83,78,5,2.516611478423583,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group A,some high school,standard,completed,92,100,97,96.33333333333333,100,92,8,4.041451884327381,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,high school,standard,completed,72,67,64,67.66666666666667,72,64,8,4.041451884327381,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,high school,free/reduced,none,62,67,64,64.33333333333333,67,62,5,2.516611478423583,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,master's degree,standard,none,79,72,69,73.33333333333333,79,69,10,5.131601439446884,Mathematics,Writing,Good,Consistent,Not At Risk,Developing Performer
male,group C,some high school,free/reduced,none,79,76,65,73.33333333333333,79,65,14,7.371114795831994,Mathematics,Writing,Good,Consistent,Not At Risk,Developing Performer
male,group B,bachelor's degree,free/reduced,completed,87,90,88,88.33333333333333,90,87,3,1.5275252316519468,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,associate's degree,standard,none,40,48,50,46.0,50,40,10,5.291502622129181,Writing,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
male,group D,some college,free/reduced,none,77,62,64,67.66666666666667,77,62,15,8.144527815247079,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
male,group E,associate's degree,standard,none,53,45,40,46.0,53,40,13,6.557438524302,Mathematics,Writing,Poor,Consistent,At Risk,At-Risk Performer
female,group C,some college,free/reduced,none,32,39,33,34.666666666666664,39,32,7,3.785938897200183,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group C,associate's degree,standard,completed,55,72,79,68.66666666666667,79,55,24,12.342339054382412,Writing,Mathematics,Average,Moderately Consistent,Not At Risk,Language-Oriented
male,group C,master's degree,free/reduced,none,61,67,66,64.66666666666667,67,61,6,3.214550253664318,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,associate's degree,free/reduced,none,53,70,70,64.33333333333333,70,53,17,9.814954576223638,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group D,some high school,standard,none,73,66,62,67.0,73,62,11,5.5677643628300215,Mathematics,Writing,Average,Consistent,Not At Risk,Developing Performer
female,group D,some college,standard,completed,74,75,79,76.0,79,74,5,2.6457513110645907,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some college,standard,none,63,74,74,70.33333333333333,74,63,11,6.350852961085883,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group C,bachelor's degree,standard,completed,96,90,92,92.66666666666667,96,90,6,3.055050463303893,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,some college,free/reduced,completed,63,80,80,74.33333333333333,80,63,17,9.814954576223638,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group B,bachelor's degree,free/reduced,none,48,51,46,48.333333333333336,51,46,5,2.516611478423583,Reading,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
male,group B,associate's degree,standard,none,48,43,45,45.333333333333336,48,43,5,2.516611478423583,Mathematics,Reading,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group E,bachelor's degree,free/reduced,completed,92,100,100,97.33333333333333,100,92,8,4.618802153517006,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,master's degree,free/reduced,completed,61,71,78,70.0,78,61,17,8.54400374531753,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group B,high school,free/reduced,none,63,48,47,52.666666666666664,63,47,16,8.962886439832502,Mathematics,Writing,Below Average,Consistent,Not At Risk,Math-Oriented
male,group D,bachelor's degree,free/reduced,none,68,68,67,67.66666666666667,68,67,1,0.5773502691896257,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,some college,standard,completed,71,75,70,72.0,75,70,5,2.6457513110645907,Reading,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group A,bachelor's degree,standard,none,91,96,92,93.0,96,91,5,2.6457513110645907,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some college,standard,none,53,62,56,57.0,62,53,9,4.58257569495584,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,high school,free/reduced,completed,50,66,64,60.0,66,50,16,8.717797887081348,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group E,high school,standard,none,74,81,71,75.33333333333333,81,71,10,5.131601439446884,Reading,Writing,Good,Consistent,Not At Risk,Balanced High Performer
male,group A,associate's degree,free/reduced,completed,40,55,53,49.333333333333336,55,40,15,8.144527815247077,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
male,group A,some college,standard,completed,61,51,52,54.666666666666664,61,51,10,5.507570547286102,Mathematics,Reading,Below Average,Consistent,Not At Risk,Developing Performer
female,group B,high school,standard,none,81,91,89,87.0,91,81,10,5.291502622129181,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group B,some college,free/reduced,completed,48,56,58,54.0,58,48,10,5.291502622129181,Writing,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
female,group D,master's degree,standard,none,53,61,68,60.666666666666664,68,53,15,7.505553499465135,Writing,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group D,some high school,standard,none,81,97,96,91.33333333333333,97,81,16,8.962886439832502,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group E,some high school,standard,none,77,79,80,78.66666666666667,80,77,3,1.5275252316519468,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,bachelor's degree,free/reduced,none,63,73,78,71.33333333333333,78,63,15,7.637626158259734,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group D,associate's degree,standard,completed,73,75,80,76.0,80,73,7,3.605551275463989,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,some college,standard,none,69,77,77,74.33333333333333,77,69,8,4.618802153517006,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,standard,none,65,76,76,72.33333333333333,76,65,11,6.350852961085883,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group A,high school,standard,none,55,73,73,67.0,73,55,18,10.392304845413264,Reading,Mathematics,Average,Moderately Consistent,Not At Risk,Language-Oriented
female,group C,bachelor's degree,free/reduced,none,44,63,62,56.333333333333336,63,44,19,10.692676621563628,Reading,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
female,group C,some college,standard,none,54,64,65,61.0,65,54,11,6.082762530298219,Writing,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group A,some high school,standard,none,48,66,65,59.666666666666664,66,48,18,10.115993936995679,Reading,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
male,group C,some college,free/reduced,none,58,57,54,56.333333333333336,58,54,4,2.0816659994661326,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,some high school,standard,none,71,62,50,61.0,71,50,21,10.535653752852738,Mathematics,Writing,Average,Moderately Consistent,Not At Risk,Inconsistent Performer
male,group E,bachelor's degree,standard,none,68,68,64,66.66666666666667,68,64,4,2.3094010767585034,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,high school,standard,none,74,76,73,74.33333333333333,76,73,3,1.5275252316519468,Reading,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,bachelor's degree,standard,completed,92,100,99,97.0,100,92,8,4.358898943540674,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,bachelor's degree,standard,completed,56,79,72,69.0,79,56,23,11.789826122551595,Reading,Mathematics,Average,Moderately Consistent,Not At Risk,Language-Oriented
male,group B,high school,free/reduced,none,30,24,15,23.0,30,15,15,7.54983443527075,Mathematics,Writing,Poor,Consistent,At Risk,At-Risk Performer
male,group A,some high school,standard,none,53,54,48,51.666666666666664,54,48,6,3.214550253664318,Reading,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,high school,standard,none,69,77,73,73.0,77,69,8,4.0,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
female,group D,some high school,standard,none,65,82,81,76.0,82,65,17,9.539392014169456,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group D,master's degree,standard,none,54,60,63,59.0,63,54,9,4.58257569495584,Writing,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,high school,standard,none,29,29,30,29.333333333333332,30,29,1,0.5773502691896258,Writing,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group E,some college,standard,none,76,78,80,78.0,80,76,4,2.0,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,high school,free/reduced,none,60,57,51,56.0,60,51,9,4.58257569495584,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,master's degree,free/reduced,completed,84,89,90,87.66666666666667,90,84,6,3.214550253664318,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,some high school,standard,none,75,72,62,69.66666666666667,75,62,13,6.8068592855540455,Mathematics,Writing,Average,Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,standard,none,85,84,82,83.66666666666667,85,82,3,1.5275252316519468,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,master's degree,free/reduced,none,40,58,54,50.666666666666664,58,40,18,9.451631252505216,Reading,Mathematics,Below Average,Consistent,Not At Risk,Language-Oriented
female,group E,some college,standard,none,61,64,62,62.333333333333336,64,61,3,1.5275252316519465,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,associate's degree,standard,none,58,63,65,62.0,65,58,7,3.605551275463989,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,some college,free/reduced,completed,69,60,63,64.0,69,60,9,4.58257569495584,Mathematics,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some college,standard,none,58,59,66,61.0,66,58,8,4.358898943540674,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,bachelor's degree,standard,completed,94,90,91,91.66666666666667,94,90,4,2.0816659994661326,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,associate's degree,standard,none,65,77,74,72.0,77,65,12,6.244997998398398,Reading,Mathematics,Good,Consistent,Not At Risk,Developing Performer
female,group A,associate's degree,standard,none,82,93,93,89.33333333333333,93,82,11,6.350852961085883,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group C,high school,standard,none,60,68,72,66.66666666666667,72,60,12,6.110100926607786,Writing,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group E,bachelor's degree,standard,none,37,45,38,40.0,45,37,8,4.358898943540674,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
male,group D,bachelor's degree,standard,none,88,78,83,83.0,88,78,10,5.0,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,master's degree,standard,none,95,81,84,86.66666666666667,95,81,14,7.3711147958319945,Mathematics,Reading,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,associate's degree,free/reduced,completed,65,73,68,68.66666666666667,73,65,8,4.041451884327381,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,high school,free/reduced,none,35,61,54,50.0,61,35,26,13.45362404707371,Reading,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
male,group B,bachelor's degree,free/reduced,none,62,63,56,60.333333333333336,63,56,7,3.7859388972001824,Reading,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,high school,free/reduced,completed,58,51,52,53.666666666666664,58,51,7,3.785938897200183,Mathematics,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,some college,standard,completed,100,96,86,94.0,100,86,14,7.211102550927978,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group E,bachelor's degree,free/reduced,none,61,58,62,60.333333333333336,62,58,4,2.0816659994661326,Writing,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,some college,standard,completed,100,97,99,98.66666666666667,100,97,3,1.5275252316519468,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group B,associate's degree,free/reduced,completed,69,70,63,67.33333333333333,70,63,7,3.7859388972001824,Reading,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,standard,none,61,48,46,51.666666666666664,61,46,15,8.144527815247079,Mathematics,Writing,Below Average,Consistent,Not At Risk,Math-Oriented
male,group D,some college,free/reduced,none,49,57,46,50.666666666666664,57,46,11,5.686240703077327,Reading,Writing,Below Average,Consistent,Not At Risk,Developing Performer
female,group C,some high school,standard,completed,44,51,55,50.0,55,44,11,5.5677643628300215,Writing,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
male,group D,some college,standard,none,67,64,70,67.0,70,64,6,3.0,Writing,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,high school,standard,none,79,60,65,68.0,79,60,19,9.848857801796104,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
female,group B,bachelor's degree,standard,completed,66,74,81,73.66666666666667,81,66,15,7.505553499465135,Writing,Mathematics,Good,Consistent,Not At Risk,Developing Performer
female,group C,high school,standard,none,75,88,85,82.66666666666667,88,75,13,6.8068592855540455,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group D,some high school,standard,none,84,84,80,82.66666666666667,84,80,4,2.3094010767585034,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group A,high school,standard,none,71,74,64,69.66666666666667,74,64,10,5.131601439446884,Reading,Writing,Average,Consistent,Not At Risk,Developing Performer
female,group B,high school,free/reduced,completed,67,80,81,76.0,81,67,14,7.810249675906654,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group D,some high school,standard,completed,80,92,88,86.66666666666667,92,80,12,6.110100926607787,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group E,some college,standard,none,86,76,74,78.66666666666667,86,74,12,6.429100507328636,Mathematics,Writing,Good,Consistent,Not At Risk,Balanced High Performer
female,group D,associate's degree,standard,none,76,74,73,74.33333333333333,76,73,3,1.5275252316519468,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,high school,standard,none,41,52,51,48.0,52,41,11,6.082762530298219,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
female,group D,associate's degree,free/reduced,completed,74,88,90,84.0,90,74,16,8.717797887081348,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group B,some high school,free/reduced,none,72,81,79,77.33333333333333,81,72,9,4.725815626252608,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group E,high school,standard,completed,74,79,80,77.66666666666667,80,74,6,3.214550253664318,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group B,high school,standard,none,70,65,60,65.0,70,60,10,5.0,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,bachelor's degree,standard,completed,65,81,81,75.66666666666667,81,65,16,9.237604307034013,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group D,associate's degree,standard,none,59,70,65,64.66666666666667,70,59,11,5.507570547286102,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group E,high school,free/reduced,none,64,62,68,64.66666666666667,68,62,6,3.055050463303893,Writing,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,high school,standard,none,50,53,55,52.666666666666664,55,50,5,2.516611478423583,Writing,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,some college,standard,completed,69,79,81,76.33333333333333,81,69,12,6.429100507328636,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group C,some high school,free/reduced,completed,51,56,53,53.333333333333336,56,51,5,2.516611478423583,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group A,high school,standard,completed,68,80,76,74.66666666666667,80,68,12,6.110100926607787,Reading,Mathematics,Good,Consistent,Not At Risk,Developing Performer
female,group D,some college,standard,completed,85,86,98,89.66666666666667,98,85,13,7.234178138070235,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group A,associate's degree,standard,completed,65,70,74,69.66666666666667,74,65,9,4.509249752822894,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,some high school,standard,none,73,79,79,77.0,79,73,6,3.4641016151377544,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,some college,standard,none,62,67,67,65.33333333333333,67,62,5,2.8867513459481287,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,associate's degree,free/reduced,none,77,67,64,69.33333333333333,77,64,13,6.8068592855540455,Mathematics,Writing,Average,Consistent,Not At Risk,Math-Oriented
male,group D,some high school,standard,none,69,66,61,65.33333333333333,69,61,8,4.041451884327381,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,associate's degree,free/reduced,none,43,60,58,53.666666666666664,60,43,17,9.291573243177568,Reading,Mathematics,Below Average,Consistent,Not At Risk,Language-Oriented
male,group D,associate's degree,standard,none,90,87,85,87.33333333333333,90,85,5,2.5166114784235836,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,some college,free/reduced,none,74,77,73,74.66666666666667,77,73,4,2.081665999466133,Reading,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,some high school,standard,none,73,66,63,67.33333333333333,73,63,10,5.131601439446884,Mathematics,Writing,Average,Consistent,Not At Risk,Developing Performer
female,group D,some college,free/reduced,none,55,71,69,65.0,71,55,16,8.717797887081348,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group C,high school,standard,none,65,69,67,67.0,69,65,4,2.0,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,standard,none,80,63,63,68.66666666666667,80,63,17,9.814954576223638,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
female,group C,some high school,free/reduced,completed,50,60,60,56.666666666666664,60,50,10,5.773502691896258,Reading,Mathematics,Below Average,Consistent,Not At Risk,Language-Oriented
female,group C,some college,free/reduced,completed,63,73,71,69.0,73,63,10,5.291502622129181,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group B,bachelor's degree,free/reduced,none,77,85,87,83.0,87,77,10,5.291502622129181,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,some college,standard,none,73,74,61,69.33333333333333,74,61,13,7.234178138070235,Reading,Writing,Average,Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,standard,completed,81,72,77,76.66666666666667,81,72,9,4.509249752822894,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,high school,free/reduced,none,66,76,68,70.0,76,66,10,5.291502622129181,Reading,Mathematics,Good,Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,free/reduced,none,52,57,50,53.0,57,50,7,3.605551275463989,Reading,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some college,standard,none,69,78,76,74.33333333333333,78,69,9,4.725815626252608,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,standard,completed,65,84,84,77.66666666666667,84,65,19,10.96965511460289,Reading,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
female,group D,high school,standard,completed,69,77,78,74.66666666666667,78,69,9,4.932882862316247,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
female,group B,some college,standard,completed,50,64,66,60.0,66,50,16,8.717797887081348,Writing,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group E,some college,standard,completed,73,78,76,75.66666666666667,78,73,5,2.516611478423583,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some high school,standard,completed,70,82,76,76.0,82,70,12,6.0,Reading,Mathematics,Good,Consistent,Not At Risk,Balanced High Performer
male,group D,associate's degree,free/reduced,none,81,75,78,78.0,81,75,6,3.0,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,some college,free/reduced,none,63,61,60,61.333333333333336,63,60,3,1.5275252316519465,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,high school,standard,none,67,72,74,71.0,74,67,7,3.605551275463989,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
male,group B,high school,standard,none,60,68,60,62.666666666666664,68,60,8,4.618802153517007,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,high school,standard,none,62,55,54,57.0,62,54,8,4.358898943540674,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some high school,free/reduced,completed,29,40,44,37.666666666666664,44,29,15,7.767453465154029,Writing,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
male,group B,some college,standard,completed,62,66,68,65.33333333333333,68,62,6,3.055050463303893,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,master's degree,standard,completed,94,99,100,97.66666666666667,100,94,6,3.214550253664318,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group E,some college,standard,completed,85,75,68,76.0,85,68,17,8.54400374531753,Mathematics,Writing,Good,Consistent,Not At Risk,Math-Oriented
male,group D,associate's degree,free/reduced,none,77,78,73,76.0,78,73,5,2.6457513110645907,Reading,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group A,high school,free/reduced,none,53,58,44,51.666666666666664,58,44,14,7.094598884597588,Reading,Writing,Below Average,Consistent,Not At Risk,Developing Performer
male,group E,some college,free/reduced,none,93,90,83,88.66666666666667,93,83,10,5.131601439446884,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group C,associate's degree,standard,none,49,53,53,51.666666666666664,53,49,4,2.309401076758503,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,associate's degree,free/reduced,none,73,76,78,75.66666666666667,78,73,5,2.5166114784235836,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,bachelor's degree,free/reduced,completed,66,74,81,73.66666666666667,81,66,15,7.505553499465135,Writing,Mathematics,Good,Consistent,Not At Risk,Developing Performer
female,group D,associate's degree,standard,none,77,77,73,75.66666666666667,77,73,4,2.3094010767585034,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some high school,standard,none,49,63,56,56.0,63,49,14,7.0,Reading,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
female,group D,some college,free/reduced,none,79,89,86,84.66666666666667,89,79,10,5.131601439446884,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group C,associate's degree,standard,completed,75,82,90,82.33333333333333,90,75,15,7.505553499465135,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group A,bachelor's degree,standard,none,59,72,70,67.0,72,59,13,7.0,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group D,associate's degree,standard,completed,57,78,79,71.33333333333333,79,57,22,12.42309676905615,Writing,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
male,group C,high school,free/reduced,none,66,66,59,63.666666666666664,66,59,7,4.041451884327381,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,bachelor's degree,standard,completed,79,81,82,80.66666666666667,82,79,3,1.5275252316519468,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,some high school,standard,none,57,67,72,65.33333333333333,72,57,15,7.637626158259734,Writing,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group A,bachelor's degree,standard,completed,87,84,87,86.0,87,84,3,1.7320508075688772,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,some college,standard,none,63,64,67,64.66666666666667,67,63,4,2.081665999466133,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,some high school,free/reduced,completed,59,63,64,62.0,64,59,5,2.6457513110645907,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,bachelor's degree,free/reduced,none,62,72,65,66.33333333333333,72,62,10,5.131601439446884,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
male,group D,high school,standard,none,46,34,36,38.666666666666664,46,34,12,6.429100507328637,Mathematics,Reading,Poor,Consistent,At Risk,At-Risk Performer
male,group C,some college,standard,none,66,59,52,59.0,66,52,14,7.0,Mathematics,Writing,Below Average,Consistent,Not At Risk,Developing Performer
male,group D,high school,standard,none,89,87,79,85.0,89,79,10,5.291502622129181,Mathematics,Writing,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group D,associate's degree,free/reduced,completed,42,61,58,53.666666666666664,61,42,19,10.214368964029708,Reading,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
